fin_year,mnth,lgd_state_code,state_name,lgd_district_code,district_name,scheme_code,total_beneficiaries,total_sc,total_st,total_gen,total_obc,total_aadhar,total_mobileno,lastUpdated
2023-2024,01,20,JHARKHAND,323,CHATRA,IGNWPS,10756,3868,251,2486,4151,10589,7340,2024-07-31
2023-2024,01,20,JHARKHAND,324,DEOGHAR,IGNWPS,9314,1475,127,6000,1712,9232,2354,2024-07-31
2023-2024,01,20,JHARKHAND,325,DHANBAD,IGNWPS,21031,3426,2358,5890,9357,20898,4237,2024-07-31
2023-2024,01,20,JHARKHAND,327,"PURBI SINGHBHUM",IGNWPS,10315,495,3368,4716,1736,10215,5747,2024-07-31
2023-2024,01,21,ODISHA,350,CUTTACK,IGNWPS,24885,2717,567,16674,4927,22526,9512,2024-07-31
2023-2024,01,21,ODISHA,361,KENDUJHAR,IGNWPS,25562,1985,8101,12351,3125,25062,11340,2024-07-31
2023-2024,01,21,ODISHA,363,KORAPUT,IGNWPS,27561,3651,15425,6368,2117,26507,12234,2024-07-31
2023-2024,01,21,ODISHA,369,PURI,IGNWPS,17599,1397,13,12437,3752,16642,12159,2024-07-31
2023-2024,01,22,CHHATTISGARH,645,GARIYABAND,IGNWPS,9021,708,3005,2073,3235,8501,6908,2024-07-31
2023-2024,01,22,CHHATTISGARH,761,"MOHLA MANPUR AMBAGARH CHOUKI",IGNWPS,2965,164,1536,605,660,2892,1009,2024-07-31
2023-2024,01,22,CHHATTISGARH,763,"SARANGARH BILAIGARH",IGNWPS,6556,1624,983,874,3075,6313,2510,2024-07-31
2023-2024,01,23,"MADHYA PRADESH",391,ASHOKNAGAR,IGNWPS,8632,2411,1723,849,3649,4056,2337,2024-07-31
2023-2024,01,23,"MADHYA PRADESH",396,BHOPAL,IGNWPS,10859,2149,513,3744,4453,5003,1771,2024-07-31
2023-2024,01,23,"MADHYA PRADESH",399,CHHINDWARA,IGNWPS,29693,3807,10655,1677,13554,18085,7628,2024-07-31
2023-2024,01,23,"MADHYA PRADESH",408,HARDA,IGNWPS,4971,1225,1494,398,1854,2787,1048,2024-07-31
2023-2024,01,23,"MADHYA PRADESH",415,MANDLA,IGNWPS,24757,1428,14392,567,8370,15435,6628,2024-07-31
2023-2024,01,23,"MADHYA PRADESH",416,MANDSAUR,IGNWPS,19219,5185,675,2597,10762,10260,5434,2024-07-31
2023-2024,01,23,"MADHYA PRADESH",421,RAISEN,IGNWPS,16090,3374,2940,2796,6980,7998,4295,2024-07-31
2023-2024,01,23,"MADHYA PRADESH",434,TIKAMGARH,IGNWPS,14356,4378,1295,1126,7557,6673,3772,2024-07-31
2023-2024,01,23,"MADHYA PRADESH",435,UJJAIN,IGNWPS,21796,9105,790,3722,8179,13096,5873,2024-07-31
2023-2024,01,24,GUJARAT,445,DAHOD,IGNWPS,6034,261,4139,434,1200,5912,5466,2024-07-31
2023-2024,01,24,GUJARAT,452,NARMADA,IGNWPS,6530,194,4534,1588,211,6480,6108,2024-07-31
2023-2024,01,24,GUJARAT,456,PORBANDAR,IGNWPS,5289,317,56,1183,3733,5223,5242,2024-07-31
2023-2024,01,24,GUJARAT,459,SURAT,IGNWPS,16355,678,5710,8547,1419,15655,14188,2024-07-31
2023-2024,01,24,GUJARAT,461,VADODARA,IGNWPS,16331,1128,1192,12517,1493,16268,16056,2024-07-31
2023-2024,01,24,GUJARAT,675,"GIR SOMNATH",IGNWPS,12016,325,24,7664,4002,12016,12016,2024-07-31
2023-2024,01,27,MAHARASHTRA,470,BEED,IGNWPS,747,2,0,745,0,609,18,2024-07-31
2023-2024,01,27,MAHARASHTRA,471,BHANDARA,IGNWPS,6854,838,290,3393,2333,6367,6840,2024-07-31
2023-2024,01,27,MAHARASHTRA,476,GONDIA,IGNWPS,3876,565,487,1786,1038,3456,1638,2024-07-31
2023-2024,01,27,MAHARASHTRA,485,NANDED,IGNWPS,269,38,0,210,21,264,86,2024-07-31
2023-2024,01,27,MAHARASHTRA,492,RATNAGIRI,IGNWPS,1396,114,9,639,634,1390,683,2024-07-31
2023-2024,01,28,"ANDHRA PRADESH",504,CUDDAPAH,IGNWPS,40004,7787,985,14275,16957,23126,27371,2024-07-31
2023-2024,01,28,"ANDHRA PRADESH",520,VISAKHAPATANAM,IGNWPS,38709,2517,10458,8032,17702,20720,22345,2024-07-31
2023-2024,01,28,"ANDHRA PRADESH",523,"WEST GODAVARI",IGNWPS,33849,7301,2254,7578,16716,22145,26397,2024-07-31
2023-2024,01,28,"ANDHRA PRADESH",748,Eluru,IGNWPS,8615,438,170,3257,4750,8615,8606,2024-07-31
2023-2024,01,28,"ANDHRA PRADESH",755,Nandyal,IGNWPS,4874,1852,436,1309,1277,4874,4867,2024-07-31
2023-2024,01,29,KARNATAKA,544,MANDYA,IGNWPS,27254,991,68,2302,23893,26648,18779,2024-07-31
2023-2024,01,29,KARNATAKA,546,RAICHUR,IGNWPS,12225,562,619,1890,9154,11721,8809,2024-07-31
2023-2024,01,29,KARNATAKA,548,TUMKUR,IGNWPS,16304,1057,541,6754,7952,16130,12477,2024-07-31
2023-2024,01,29,KARNATAKA,550,"UTTARA KANNADA",IGNWPS,11515,1075,226,618,9596,11409,8894,2024-07-31
2023-2024,01,3,PUNJAB,38,MOGA,IGNWPS,556,2,0,551,3,335,515,2024-07-31
2023-2024,01,3,PUNJAB,42,RUPNAGAR,IGNWPS,381,3,0,378,0,250,377,2024-07-31
2023-2024,01,3,PUNJAB,608,"SAS NAGAR",IGNWPS,189,2,0,187,0,91,185,2024-07-31
2023-2024,01,30,GOA,552,"SOUTH GOA",IGNWPS,2987,30,1264,1191,502,2484,204,2024-07-31
2023-2024,01,32,KERALA,561,KOZHIKODE,IGNWPS,26375,728,124,25523,0,21896,20224,2024-07-31
2023-2024,01,33,"TAMIL NADU",569,COIMBATORE,IGNWPS,16456,5899,487,697,9373,14117,16379,2024-07-31
2023-2024,01,33,"TAMIL NADU",575,KANYAKUMARI,IGNWPS,7690,263,53,291,7083,6813,7588,2024-07-31
2023-2024,01,33,"TAMIL NADU",576,KARUR,IGNWPS,4748,1432,0,268,3048,3957,4699,2024-07-31
2023-2024,01,33,"TAMIL NADU",582,PUDUKKOTTAI,IGNWPS,3545,564,0,1151,1830,2501,3536,2024-07-31
2023-2024,01,33,"TAMIL NADU",585,SIVAGANGAI,IGNWPS,4801,847,0,911,3043,4186,4785,2024-07-31
2023-2024,01,33,"TAMIL NADU",589,TIRUVALLUR,IGNWPS,30646,10429,344,9042,10831,13242,30580,2024-07-31
2023-2024,01,35,"ANDAMAN AND NICOBAR",603,NICOBARS,IGNWPS,229,0,227,2,0,211,214,2024-07-31
2023-2024,01,36,TELANGANA,516,NIZAMABAD,IGNWPS,6737,1329,611,812,3985,6653,6666,2024-07-31
2023-2024,01,36,TELANGANA,518,RANGAREDDI,IGNWPS,10099,2204,585,695,6615,9930,9002,2024-07-31
2023-2024,01,36,TELANGANA,522,WARANGAL,IGNWPS,4960,779,591,148,3442,4831,4497,2024-07-31
2023-2024,01,36,TELANGANA,689,JANGOAN,IGNWPS,8414,1610,875,561,5368,5768,8317,2024-07-31
2023-2024,01,36,TELANGANA,700,MEDCHAL,IGNWPS,4103,811,251,406,2635,3904,3768,2024-07-31
2023-2024,01,37,LADAKH,9,"LEH LADAKH",IGNWPS,193,0,193,0,0,95,20,2024-07-31
2023-2024,01,38,"THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU",464,DIU,IGNWPS,1291,56,4,88,1143,274,1,2024-07-31
2023-2024,01,38,"THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU",465,"DADRA AND NAGAR HAVELI",IGNWPS,1979,23,1886,0,70,0,0,2024-07-31
2023-2024,01,5,UTTARAKHAND,50,HARIDWAR,IGNWPS,2613,656,1,1276,680,1045,800,2024-07-31
2023-2024,01,5,UTTARAKHAND,53,PITHORAGARH,IGNWPS,1090,328,22,711,29,386,84,2024-07-31
2023-2024,01,6,HARYANA,59,BHIWANI,IGNWPS,6067,1981,0,2904,1182,3577,2184,2024-07-31
2023-2024,01,6,HARYANA,619,PALWAL,IGNWPS,3242,702,0,1860,680,1900,1406,2024-07-31
2023-2024,01,6,HARYANA,63,HISAR,IGNWPS,10951,3225,0,5889,1837,6734,3050,2024-07-31
2023-2024,01,6,HARYANA,70,PANCHKULA,IGNWPS,1552,373,0,840,339,991,591,2024-07-31
2023-2024,01,6,HARYANA,74,SIRSA,IGNWPS,5885,2311,0,2362,1212,3860,1879,2024-07-31
2023-2024,01,7,DELHI,671,"NORTH WEST- II",IGNWPS,2777,33,1,2726,17,2760,2263,2024-07-31
2023-2024,01,7,DELHI,80,NORTH,IGNWPS,2299,37,0,2258,4,2282,2141,2024-07-31
2023-2024,01,7,DELHI,81,"NORTH EAST",IGNWPS,5986,122,1,5810,53,5964,4108,2024-07-31
2023-2024,01,7,DELHI,82,"NORTH WEST- I",IGNWPS,4026,61,0,3946,19,4010,3965,2024-07-31
2023-2024,01,7,DELHI,84,"SOUTH WEST ",IGNWPS,3105,23,0,3065,17,3100,2030,2024-07-31
2023-2024,01,8,RAJASTHAN,101,HANUMANGARH,IGNWPS,9517,3813,62,2492,3150,8334,8784,2024-07-31
2023-2024,01,8,RAJASTHAN,88,BANSWARA,IGNWPS,20430,716,17896,1011,807,16742,15841,2024-07-31
2023-2024,01,8,RAJASTHAN,98,DHOLPUR,IGNWPS,4484,1190,196,1504,1594,3744,3906,2024-07-31
2023-2024,01,8,RAJASTHAN,99,DUNGARPUR,IGNWPS,20896,1062,16373,1289,2172,15882,17398,2024-07-31
2023-2024,01,9,"UTTAR PRADESH",122,AURAIYA,IGNWPS,7464,2604,0,1692,3168,2296,3158,2024-07-31
2023-2024,01,9,"UTTAR PRADESH",126,BALLIA,IGNWPS,16275,2619,420,3022,10214,1884,7621,2024-07-31
2023-2024,01,9,"UTTAR PRADESH",129,BARABANKI,IGNWPS,34491,11632,9,5080,17770,9143,15630,2024-07-31
2023-2024,01,9,"UTTAR PRADESH",131,BASTI,IGNWPS,18947,2370,25,4460,12092,2617,8148,2024-07-31
2023-2024,01,9,"UTTAR PRADESH",143,FIROZABAD,IGNWPS,10793,2566,0,1313,6914,2542,4940,2024-07-31
2023-2024,01,9,"UTTAR PRADESH",144,"GAUTAM BUDDHA NAGAR",IGNWPS,2172,259,0,1198,715,373,509,2024-07-31
2023-2024,01,9,"UTTAR PRADESH",159,KHERI,IGNWPS,22525,9703,519,6435,5868,3181,6287,2024-07-31
2023-2024,01,9,"UTTAR PRADESH",163,"MAHAMAYA NAGAR (HATHRAS)",IGNWPS,5756,2656,0,1429,1671,2390,2954,2024-07-31
2023-2024,01,9,"UTTAR PRADESH",164,MAHARAJGANJ,IGNWPS,19277,4066,43,2913,12255,3219,7684,2024-07-31
2023-2024,01,9,"UTTAR PRADESH",167,MATHURA,IGNWPS,14728,4931,0,3662,6135,3342,6775,2024-07-31
2023-2024,01,9,"UTTAR PRADESH",177,SAHARANPUR,IGNWPS,10667,3649,143,2940,3935,3687,5472,2024-07-31
2023-2024,01,9,"UTTAR PRADESH",179,"SANT RAVIDAS NAGAR",IGNWPS,16904,3823,223,3320,9538,2066,7907,2024-07-31
2023-2024,01,9,"UTTAR PRADESH",180,SHAHJAHANPUR,IGNWPS,31078,3140,1,6099,21838,1973,10176,2024-07-31
2023-2024,01,9,"UTTAR PRADESH",185,SULTANPUR,IGNWPS,15572,4141,0,6347,5084,1837,8961,2024-07-31
2024-2025,06,23,"MADHYA PRADESH",398,CHHATARPUR,IGNWPS,13082,4350,1054,1594,6084,7419,3565,2024-07-31
2024-2025,06,23,"MADHYA PRADESH",402,DEWAS,IGNWPS,12943,3728,2740,1615,4860,6169,3237,2024-07-31
2024-2025,06,23,"MADHYA PRADESH",403,DHAR,IGNWPS,25000,2967,15660,1511,4862,16124,8180,2024-07-31
2024-2025,06,23,"MADHYA PRADESH",410,INDORE,IGNWPS,8665,2809,1499,1067,3290,5256,3011,2024-07-31
2024-2025,06,23,"MADHYA PRADESH",424,REWA,IGNWPS,20754,4093,4051,5148,7462,8389,4242,2024-07-31
2024-2025,06,23,"MADHYA PRADESH",425,SAGAR,IGNWPS,29709,7925,4364,2854,14566,14391,6419,2024-07-31
2024-2025,06,23,"MADHYA PRADESH",428,SEONI,IGNWPS,19874,2104,8034,1428,8308,13294,5528,2024-07-31
2024-2025,06,23,"MADHYA PRADESH",435,UJJAIN,IGNWPS,21796,9105,790,3722,8179,13096,5873,2024-07-31
2024-2025,06,23,"MADHYA PRADESH",437,VIDISHA,IGNWPS,13998,3834,1155,2251,6758,8330,3870,2024-07-31
2024-2025,06,23,"MADHYA PRADESH",667,"AGAR MALWA",IGNWPS,5769,1755,276,621,3117,2532,110,2024-07-31
2024-2025,06,24,GUJARAT,439,AMRELI,IGNWPS,2905,317,9,769,1810,2902,2903,2024-07-31
2024-2025,06,24,GUJARAT,449,KACHCHH,IGNWPS,589,87,2,343,157,589,557,2024-07-31
2024-2025,06,24,GUJARAT,452,NARMADA,IGNWPS,6407,185,4467,1547,205,6407,6405,2024-07-31
2024-2025,06,24,GUJARAT,460,SURENDRANAGAR,IGNWPS,10372,924,148,2878,6388,10368,10372,2024-07-31
2024-2025,06,24,GUJARAT,641,TAPI,IGNWPS,10444,125,9395,673,251,10442,10444,2024-07-31
2024-2025,06,24,GUJARAT,673,MORBI,IGNWPS,3344,112,7,2534,690,3340,3330,2024-07-31
2024-2025,06,24,GUJARAT,674,"DEVBHUMI DWARKA",IGNWPS,4932,112,25,3310,1485,4932,4932,2024-07-31
2024-2025,06,27,MAHARASHTRA,468,AMRAVATI,IGNWPS,3009,139,710,2038,122,2183,763,2024-07-31
2024-2025,06,27,MAHARASHTRA,471,BHANDARA,IGNWPS,6990,868,306,3433,2383,6519,6968,2024-07-31
2024-2025,06,27,MAHARASHTRA,472,BULDHANA,IGNWPS,2936,50,6,2854,26,2503,322,2024-07-31
2024-2025,06,27,MAHARASHTRA,478,JALGAON,IGNWPS,16941,403,271,16057,210,15445,9684,2024-07-31
2024-2025,06,27,MAHARASHTRA,499,WASHIM,IGNWPS,402,38,3,337,24,374,22,2024-07-31
2024-2025,06,27,MAHARASHTRA,500,YAVATMAL,IGNWPS,2093,95,185,1388,425,1951,732,2024-07-31
2024-2025,06,28,"ANDHRA PRADESH",510,KRISHNA,IGNWPS,65318,15154,2464,14945,32755,37661,50942,2024-07-31
2024-2025,06,28,"ANDHRA PRADESH",511,KURNOOL,IGNWPS,40742,8026,1048,6413,25255,24410,31962,2024-07-31
2024-2025,06,28,"ANDHRA PRADESH",517,PRAKASAM,IGNWPS,38139,10381,1703,12431,13624,23277,30394,2024-07-31
2024-2025,06,28,"ANDHRA PRADESH",745,"Alluri Sitharama Raju",IGNWPS,7100,190,422,1209,5279,7100,7086,2024-07-31
2024-2025,06,28,"ANDHRA PRADESH",749,NTR,IGNWPS,6726,166,837,2787,2936,6726,6709,2024-07-31
2024-2025,06,28,"ANDHRA PRADESH",751,Palnadu,IGNWPS,4893,549,1176,158,3010,4893,4877,2024-07-31
2024-2025,06,28,"ANDHRA PRADESH",753,Annamayya,IGNWPS,8090,2227,452,2519,2892,8090,8076,2024-07-31
2024-2025,06,29,KARNATAKA,528,BELLARY,IGNWPS,20239,2897,2813,2315,12214,20038,11721,2024-07-31
2024-2025,06,29,KARNATAKA,532,CHIKMAGALUR,IGNWPS,10971,1809,355,3450,5357,10847,8068,2024-07-31
2024-2025,06,29,KARNATAKA,533,CHITRADURGA,IGNWPS,12379,1486,1236,1996,7661,12137,9040,2024-07-31
2024-2025,06,29,KARNATAKA,534,"DAKSHINA KANNADA",IGNWPS,15247,1378,732,1394,11743,15157,10113,2024-07-31
2024-2025,06,29,KARNATAKA,630,CHIKKABALLAPURA,IGNWPS,12892,1702,998,4010,6182,12528,9444,2024-07-31
2024-2025,06,3,PUNJAB,27,AMRITSAR,IGNWPS,638,1,0,637,0,429,622,2024-07-31
2024-2025,06,3,PUNJAB,31,FIROZEPUR,IGNWPS,1034,166,5,849,14,560,935,2024-07-31
2024-2025,06,3,PUNJAB,32,GURDASPUR,IGNWPS,1745,14,0,1730,1,997,1546,2024-07-31
2024-2025,06,3,PUNJAB,42,RUPNAGAR,IGNWPS,381,3,0,378,0,250,377,2024-07-31
2024-2025,06,32,KERALA,556,IDUKKI,IGNWPS,9016,836,340,7840,0,8757,4949,2024-07-31
2024-2025,06,32,KERALA,558,KASARAGOD,IGNWPS,10023,265,318,9440,0,9400,7349,2024-07-31
2024-2025,06,32,KERALA,561,KOZHIKODE,IGNWPS,26375,728,124,25523,0,21896,20224,2024-07-31
2024-2025,06,32,KERALA,562,MALAPPURAM,IGNWPS,27097,1557,422,25118,0,25191,22803,2024-07-31
2024-2025,06,33,"TAMIL NADU",573,ERODE,IGNWPS,16751,3951,239,6184,6377,15041,16286,2024-07-31
2024-2025,06,33,"TAMIL NADU",582,PUDUKKOTTAI,IGNWPS,3605,574,0,1149,1882,2790,3597,2024-07-31
2024-2025,06,33,"TAMIL NADU",583,RAMANATHAPURAM,IGNWPS,11946,2647,1,312,8986,8740,11817,2024-07-31
2024-2025,06,33,"TAMIL NADU",584,SALEM,IGNWPS,42631,9023,665,24110,8833,38664,42435,2024-07-31
2024-2025,06,33,"TAMIL NADU",588,THENI,IGNWPS,15516,1350,26,3856,10284,13712,15426,2024-07-31
2024-2025,06,33,"TAMIL NADU",589,TIRUVALLUR,IGNWPS,30202,10260,341,8709,10892,18738,30145,2024-07-31
2024-2025,06,33,"TAMIL NADU",590,THIRUVARUR,IGNWPS,10736,4705,0,1572,4459,9637,10684,2024-07-31
2024-2025,06,33,"TAMIL NADU",596,VILLUPPURAM,IGNWPS,22532,6638,848,2019,13027,18864,22437,2024-07-31
2024-2025,06,33,"TAMIL NADU",597,VIRUDHUNAGAR,IGNWPS,15864,2934,7,1584,11339,14256,15813,2024-07-31
2024-2025,06,34,PUDUCHERRY,600,PONDICHERRY,IGNWPS,9959,1502,37,8046,374,1342,0,2024-07-31
2024-2025,06,36,TELANGANA,516,NIZAMABAD,IGNWPS,6737,1329,611,812,3985,6653,6666,2024-07-31
2024-2025,06,36,TELANGANA,680,NIRMAL,IGNWPS,5878,1036,1124,440,3278,5712,5236,2024-07-31
2024-2025,06,36,TELANGANA,684,MANCHERIAL,IGNWPS,6492,1620,1471,253,3148,6305,5325,2024-07-31
2024-2025,06,36,TELANGANA,690,"BHADRADRI KOTHAGUDEM",IGNWPS,4939,579,1776,21,2563,4869,4254,2024-07-31
2024-2025,06,36,TELANGANA,691,SANGAREDDY,IGNWPS,9458,2316,329,634,6179,9414,8548,2024-07-31
2024-2025,06,36,TELANGANA,692,SIDDIPET,IGNWPS,6158,1383,78,444,4253,6148,5606,2024-07-31
2024-2025,06,36,TELANGANA,695,"JOGULAMBA GADWAL",IGNWPS,8087,1663,200,366,5858,6746,5638,2024-07-31
2024-2025,06,36,TELANGANA,697,YADADRI,IGNWPS,5540,1121,360,335,3724,5480,5303,2024-07-31
2024-2025,06,4,CHANDIGARH,44,CHANDIGARH,IGNWPS,2486,0,0,2486,0,2486,0,2024-07-31
2024-2025,06,5,UTTARAKHAND,45,ALMORA,IGNWPS,934,336,1,589,8,482,356,2024-07-31
2024-2025,06,5,UTTARAKHAND,49,DEHRADUN,IGNWPS,546,116,32,319,79,231,237,2024-07-31
2024-2025,06,5,UTTARAKHAND,55,"TEHRI GARWAL",IGNWPS,6302,691,5,5601,5,2012,537,2024-07-31
2024-2025,06,6,HARYANA,63,HISAR,IGNWPS,10951,3225,0,5889,1837,6734,3050,2024-07-31
2024-2025,06,6,HARYANA,64,JHAJJAR,IGNWPS,4549,504,0,3684,361,2904,1511,2024-07-31
2024-2025,06,6,HARYANA,67,KARNAL,IGNWPS,9927,1117,0,7686,1124,6001,3452,2024-07-31
2024-2025,06,6,HARYANA,68,KURUKSHETRA,IGNWPS,4388,1090,0,2072,1226,3053,1958,2024-07-31
2024-2025,06,7,DELHI,78,EAST,IGNWPS,5401,52,2,5328,19,5401,5315,2024-07-31
2024-2025,06,7,DELHI,83,SOUTH,IGNWPS,3489,52,3,3412,22,3489,3020,2024-07-31
2024-2025,06,8,RAJASTHAN,101,HANUMANGARH,IGNWPS,9517,3813,62,2492,3150,8334,8784,2024-07-31
2024-2025,06,8,RAJASTHAN,106,JHUNJHUNU,IGNWPS,5789,1770,156,1253,2610,4700,5099,2024-07-31
2024-2025,06,8,RAJASTHAN,116,TONK,IGNWPS,6269,1635,727,1400,2507,5638,6082,2024-07-31
2024-2025,06,8,RAJASTHAN,89,BARAN,IGNWPS,8308,2413,1983,913,2999,6914,6574,2024-07-31
2024-2025,06,9,"UTTAR PRADESH",122,AURAIYA,IGNWPS,7464,2604,0,1692,3168,2296,3158,2024-07-31
2024-2025,06,9,"UTTAR PRADESH",124,BAGHPAT,IGNWPS,5802,491,0,662,4649,1752,2610,2024-07-31
2024-2025,06,9,"UTTAR PRADESH",127,BALRAMPUR,IGNWPS,11837,1381,486,3547,6423,2610,4801,2024-07-31
2024-2025,06,9,"UTTAR PRADESH",131,BASTI,IGNWPS,18947,2370,25,4460,12092,2617,8148,2024-07-31
2024-2025,06,9,"UTTAR PRADESH",137,DEORIA,IGNWPS,16970,2956,630,3223,10161,2392,6936,2024-07-31
2024-2025,06,9,"UTTAR PRADESH",142,FATEHPUR,IGNWPS,17000,5471,2,4028,7499,4705,9098,2024-07-31
2024-2025,06,9,"UTTAR PRADESH",153,JHANSI,IGNWPS,6640,3018,6,741,2875,2437,4148,2024-07-31
2024-2025,06,9,"UTTAR PRADESH",159,KHERI,IGNWPS,22525,9703,519,6435,5868,4713,6461,2024-07-31
2024-2025,06,9,"UTTAR PRADESH",160,"KUSHI NAGAR",IGNWPS,21707,4635,43,4319,12710,1817,8283,2024-07-31
2024-2025,06,9,"UTTAR PRADESH",165,MAHOBA,IGNWPS,5638,1773,0,1030,2835,2009,2709,2024-07-31
2024-2025,06,9,"UTTAR PRADESH",179,"SANT RAVIDAS NAGAR",IGNWPS,16904,3823,223,3320,9538,2066,7907,2024-07-31
2024-2025,06,9,"UTTAR PRADESH",182,"SIDDHARTH NAGAR",IGNWPS,12753,2177,123,3779,6674,2664,4683,2024-07-31
2024-2025,04,1,"JAMMU AND KASHMIR",14,UDHAMPUR,IGNWPS,350,83,17,237,13,248,121,2024-07-31
2024-2025,04,1,"JAMMU AND KASHMIR",621,RAMBAN,IGNWPS,235,1,1,233,0,197,63,2024-07-31
2024-2025,04,1,"JAMMU AND KASHMIR",625,SHOPIAN,IGNWPS,454,0,47,407,0,454,315,2024-07-31
2024-2025,04,1,"JAMMU AND KASHMIR",627,REASI,IGNWPS,97,1,37,58,1,95,0,2024-07-31
2024-2025,04,10,BIHAR,190,BANKA,IGNWPS,11415,2053,436,7390,1536,7885,9521,2024-07-31
2024-2025,04,10,BIHAR,192,BHAGALPUR,IGNWPS,15318,1879,255,12372,812,9961,12203,2024-07-31
2024-2025,04,10,BIHAR,194,BUXAR,IGNWPS,7176,1312,117,5240,507,5178,5935,2024-07-31
2024-2025,04,10,BIHAR,197,GOPALGANJ,IGNWPS,20279,3681,733,7924,7941,10629,16971,2024-07-31
2024-2025,04,10,BIHAR,203,KISHANGANJ,IGNWPS,20569,777,397,17807,1588,15483,17807,2024-07-31
2024-2025,04,10,BIHAR,207,MUNGER,IGNWPS,8394,1313,122,6277,682,5913,6581,2024-07-31
2024-2025,04,10,BIHAR,217,SAMASTIPUR,IGNWPS,30341,7323,136,21137,1745,22045,24602,2024-07-31
2024-2025,04,10,BIHAR,224,VAISHALI,IGNWPS,25170,6390,112,5108,13560,17553,21438,2024-07-31
2024-2025,04,11,SIKKIM,227,"SOUTH DISTRICT",IGNWPS,315,37,94,100,84,0,141,2024-07-31
2024-2025,04,12,"ARUNACHAL PRADESH",231,"EAST KAMENG",IGNWPS,465,0,465,0,0,310,0,2024-07-31
2024-2025,04,12,"ARUNACHAL PRADESH",237,"PAPUM PARE",IGNWPS,421,0,421,0,0,303,0,2024-07-31
2024-2025,04,12,"ARUNACHAL PRADESH",719,"LOWER SIANG",IGNWPS,83,0,83,0,0,28,3,2024-07-31
2024-2025,04,12,"ARUNACHAL PRADESH",723,"PAKKE KESSANG",IGNWPS,74,0,74,0,0,43,0,2024-07-31
2024-2025,04,13,NAGALAND,244,DIMAPUR,IGNWPS,569,0,557,5,7,0,0,2024-07-31
2024-2025,04,13,NAGALAND,613,PEREN,IGNWPS,270,0,270,0,0,0,0,2024-07-31
2024-2025,04,15,MIZORAM,261,AIZAWL,IGNWPS,719,1,698,20,0,609,486,2024-07-31
2024-2025,04,15,MIZORAM,726,HNAHTHIAL,IGNWPS,48,0,46,2,0,45,37,2024-07-31
2024-2025,04,16,TRIPURA,654,GOMATI,IGNWPS,1798,352,550,620,276,1113,28,2024-07-31
2024-2025,04,17,MEGHALAYA,274,"EAST KHASI HILLS",IGNWPS,2531,14,2406,97,14,1467,755,2024-07-31
2024-2025,04,18,ASSAM,281,BONGAIGAON,IGNWPS,2746,137,23,2325,261,2212,2182,2024-07-31
2024-2025,04,18,ASSAM,286,DIBRUGARH,IGNWPS,4237,32,101,3708,396,3179,3142,2024-07-31
2024-2025,04,18,ASSAM,289,HAILAKANDI,IGNWPS,2849,483,28,2111,227,2173,2338,2024-07-31
2024-2025,04,18,ASSAM,290,JORHAT,IGNWPS,3114,131,57,2221,705,2565,1987,2024-07-31
2024-2025,04,18,ASSAM,296,MORIGAON,IGNWPS,4255,345,487,3085,338,2435,1660,2024-07-31
2024-2025,04,18,ASSAM,298,NALBARI,IGNWPS,3093,0,1,3091,1,2453,2404,2024-07-31
2024-2025,04,18,ASSAM,299,"DIMA HASAO",IGNWPS,581,3,348,186,44,514,581,2024-07-31
2024-2025,04,18,ASSAM,301,SONITPUR,IGNWPS,3899,43,93,3569,194,2471,2426,2024-07-31
2024-2025,04,18,ASSAM,612,CHIRANG,IGNWPS,1935,182,857,533,363,1304,1778,2024-07-31
2024-2025,04,19,"WEST BENGAL",304,"24 PARGANAS SOUTH",IGNWPS,46453,11919,1089,33017,226,45016,40728,2024-07-31
2024-2025,04,19,"WEST BENGAL",305,BANKURA,IGNWPS,34510,16918,3463,12455,1634,33670,32444,2024-07-31
2024-2025,04,19,"WEST BENGAL",308,COOCHBEHAR,IGNWPS,30236,14335,142,15432,302,29798,29498,2024-07-31
2024-2025,04,19,"WEST BENGAL",312,HOOGHLY,IGNWPS,47262,17062,3927,25303,962,46607,45337,2024-07-31
2024-2025,04,19,"WEST BENGAL",703,JHARGRAM,IGNWPS,12189,3154,3934,5093,7,11635,12156,2024-07-31
2024-2025,04,2,"HIMACHAL PRADESH",17,HAMIRPUR,IGNWPS,2008,605,27,1037,339,1143,0,2024-07-31
2024-2025,04,2,"HIMACHAL PRADESH",19,KINNAUR,IGNWPS,231,85,142,4,0,87,0,2024-07-31
2024-2025,04,2,"HIMACHAL PRADESH",20,KULLU,IGNWPS,1247,484,12,715,36,524,0,2024-07-31
2024-2025,04,20,JHARKHAND,326,DUMKA,IGNWPS,13538,695,6236,1442,5165,13102,2473,2024-07-31
2024-2025,04,20,JHARKHAND,328,GARHWA,IGNWPS,10119,2608,1678,2338,3495,9879,2691,2024-07-31
2024-2025,04,20,JHARKHAND,329,GIRIDIH,IGNWPS,19172,3092,1510,5917,8653,18930,9655,2024-07-31
2024-2025,04,20,JHARKHAND,335,LATEHAR,IGNWPS,8742,2027,4088,1134,1493,8738,4791,2024-07-31
2024-2025,04,20,JHARKHAND,342,SIMDEGA,IGNWPS,5563,601,3882,306,774,5556,1256,2024-07-31
2024-2025,04,20,JHARKHAND,607,RAMGARH,IGNWPS,5702,812,1570,423,2897,5680,5678,2024-07-31
